order_id,order_date,order_status,quantity_of_product_ordered,payment_method,voucher_value,review_rating,shipment_id,product_id,customer_id
48,2024-02-17,Paid,7,Visa,9.6,NULL,62,21,48962
48,2024-02-17,Paid,8,Visa,8.1,NULL,62,43,48962
49,2024-01-09,Paid,5,Google Pay,4.1,NULL,19,6,33349
50,2024-03-10,Returned,6,Pay Pal,7.4,NULL,88,24,23389
50,2024-03-10,Returned,4,Pay Pal,2.5,NULL,88,40,23389
50,2024-03-10,Returned,2,Pay Pal,8.9,NULL,88,7,23389
50,2024-03-10,Returned,10,Pay Pal,5.4,NULL,88,55,23389
50,2024-03-10,Returned,2,Pay Pal,9.5,NULL,88,25,23389
50,2024-03-10,Returned,2,Pay Pal,1.3,NULL,88,56,23389
50,2024-03-10,Returned,9,Pay Pal,8.5,NULL,88,36,23389
51,2024-01-31,Returned,8,Google Pay,8.6,NULL,76,33,23389
51,2024-01-31,Returned,9,Google Pay,7.7,NULL,76,37,23389
51,2024-01-31,Returned,10,Google Pay,3.0,NULL,76,43,23389
51,2024-01-31,Returned,10,Google Pay,5.7,NULL,76,58,23389
51,2024-01-31,Returned,6,Google Pay,0.8,NULL,76,61,23389
51,2024-01-31,Returned,4,Google Pay,3.0,NULL,76,40,23389
51,2024-01-31,Returned,2,Google Pay,4.9,NULL,76,7,23389
51,2024-01-31,Returned,5,Google Pay,9.6,NULL,76,10,23389
52,2024-02-23,Returned,10,Visa,0.7,NULL,87,44,20917
52,2024-02-23,Returned,8,Visa,8.7,NULL,87,47,20917
52,2024-02-23,Returned,3,Visa,6.4,NULL,87,34,20917
52,2024-02-23,Returned,3,Visa,5.0,NULL,87,49,20917
52,2024-02-23,Returned,7,Visa,5.1,NULL,87,10,20917
52,2024-02-23,Returned,2,Visa,5.5,NULL,87,29,20917
53,2024-01-22,Done,2,Apple Pay,1.7,1,95,14,42774
53,2024-01-22,Done,3,Apple Pay,9.0,1,95,35,42774
53,2024-01-22,Done,5,Apple Pay,0.5,3,95,30,42774
53,2024-01-22,Done,3,Apple Pay,5.7,2,95,20,42774
53,2024-01-22,Done,1,Apple Pay,5.3,1,95,40,42774
53,2024-01-22,Done,5,Apple Pay,3.5,5,95,18,42774
54,2024-03-08,Returned,6,Mastercard,3.0,NULL,32,69,46764
55,2024-01-19,Shipped,9,Pay Pal,6.4,NULL,34,1,24446
55,2024-01-19,Shipped,2,Pay Pal,8.9,NULL,34,66,24446
55,2024-01-19,Shipped,10,Pay Pal,1.9,NULL,34,9,24446
55,2024-01-19,Shipped,4,Pay Pal,5.5,NULL,34,68,24446
56,2024-02-25,Paid,2,Pay Pal,6.4,NULL,97,26,16220
56,2024-02-25,Paid,9,Pay Pal,5.3,NULL,97,70,16220
56,2024-02-25,Paid,9,Pay Pal,1.3,NULL,97,24,16220
56,2024-02-25,Paid,4,Pay Pal,1.1,NULL,97,30,16220
56,2024-02-25,Paid,8,Pay Pal,1.3,NULL,97,45,16220
56,2024-02-25,Paid,5,Pay Pal,4.1,NULL,97,56,16220
56,2024-02-25,Paid,7,Pay Pal,4.2,NULL,97,8,16220
57,2024-01-12,Done,4,Google Pay,1.5,3,75,29,19135
58,2024-01-11,Done,3,Visa,7.8,5,12,67,21042
59,2024-01-31,Shipped,2,Pay Pal,2.6,NULL,54,64,35638
59,2024-01-31,Shipped,4,Pay Pal,1.5,NULL,54,69,35638
59,2024-01-31,Shipped,10,Pay Pal,1.6,NULL,54,27,35638
59,2024-01-31,Shipped,10,Pay Pal,0.6,NULL,54,29,35638
59,2024-01-31,Shipped,8,Pay Pal,6.0,NULL,54,68,35638
60,2024-01-09,Done,2,Visa,2.0,1,49,35,47763
61,2024-02-04,Returned,2,Apple Pay,2.3,NULL,67,68,17340
61,2024-02-04,Returned,9,Apple Pay,6.1,NULL,67,18,17340
61,2024-02-04,Returned,5,Apple Pay,1.6,NULL,67,7,17340
61,2024-02-04,Returned,8,Apple Pay,4.1,NULL,67,48,17340
62,2024-02-21,Done,4,Pay Pal,3.9,1,60,13,21502
62,2024-02-21,Done,6,Pay Pal,0.4,3,60,54,21502
62,2024-02-21,Done,2,Pay Pal,2.5,2,60,38,21502
62,2024-02-21,Done,2,Pay Pal,5.9,2,60,42,21502
62,2024-02-21,Done,3,Pay Pal,6.3,3,60,52,21502
62,2024-02-21,Done,10,Pay Pal,7.2,4,60,6,21502
62,2024-02-21,Done,4,Pay Pal,6.5,1,60,23,21502
62,2024-02-21,Done,8,Pay Pal,6.8,1,60,26,21502
63,2024-01-27,Paid,2,Google Pay,6.9,NULL,43,22,21838
63,2024-01-27,Paid,3,Google Pay,2.2,NULL,43,44,21838
63,2024-01-27,Paid,8,Google Pay,9.7,NULL,43,43,21838
63,2024-01-27,Paid,5,Google Pay,6.4,NULL,43,35,21838
63,2024-01-27,Paid,8,Google Pay,3.1,NULL,43,12,21838
63,2024-01-27,Paid,5,Google Pay,2.5,NULL,43,68,21838
63,2024-01-27,Paid,4,Google Pay,8.7,NULL,43,40,21838
64,2024-03-08,Done,8,Apple Pay,3.6,1,2,34,34351
64,2024-03-08,Done,8,Apple Pay,4.2,1,2,55,34351
64,2024-03-08,Done,7,Apple Pay,5.0,3,2,58,34351
64,2024-03-08,Done,6,Apple Pay,2.2,2,2,46,34351
65,2024-03-10,Returned,6,Apple Pay,0.7,NULL,100,6,21605
65,2024-03-10,Returned,1,Apple Pay,9.0,NULL,100,61,21605
65,2024-03-10,Returned,1,Apple Pay,4.5,NULL,100,39,21605
65,2024-03-10,Returned,5,Apple Pay,5.7,NULL,100,32,21605
65,2024-03-10,Returned,4,Apple Pay,4.9,NULL,100,2,21605
65,2024-03-10,Returned,9,Apple Pay,1.8,NULL,100,41,21605
65,2024-03-10,Returned,8,Apple Pay,6.9,NULL,100,30,21605
65,2024-03-10,Returned,6,Apple Pay,3.2,NULL,100,64,21605
66,2024-03-11,Shipped,7,Visa,1.3,NULL,99,46,11409
66,2024-03-11,Shipped,6,Visa,2.0,NULL,99,30,11409
67,2024-03-11,Shipped,2,Visa,5.4,NULL,83,70,14181
67,2024-03-11,Shipped,10,Visa,9.8,NULL,83,27,14181
67,2024-03-11,Shipped,9,Visa,8.1,NULL,83,39,14181
67,2024-03-11,Shipped,10,Visa,4.5,NULL,83,49,14181
67,2024-03-11,Shipped,3,Visa,5.4,NULL,83,29,14181
67,2024-03-11,Shipped,8,Visa,0.1,NULL,83,45,14181
67,2024-03-11,Shipped,1,Visa,2.4,NULL,83,18,14181
67,2024-03-11,Shipped,8,Visa,4.1,NULL,83,26,14181
68,2024-02-21,Processing,6,Apple Pay,9.5,NULL,63,47,49971
68,2024-02-21,Processing,10,Apple Pay,9.0,NULL,63,10,49971
68,2024-02-21,Processing,3,Apple Pay,2.0,NULL,63,51,49971
68,2024-02-21,Processing,1,Apple Pay,5.4,NULL,63,12,49971
68,2024-02-21,Processing,7,Apple Pay,3.1,NULL,63,17,49971
68,2024-02-21,Processing,9,Apple Pay,4.3,NULL,63,6,49971
68,2024-02-21,Processing,4,Apple Pay,9.5,NULL,63,58,49971
68,2024-02-21,Processing,5,Apple Pay,0.5,NULL,63,65,49971
69,2024-01-30,Done,8,Visa,6.5,1,23,59,31854
69,2024-01-30,Done,3,Visa,6.5,1,23,48,31854
69,2024-01-30,Done,2,Visa,2.5,5,23,68,31854
70,2024-03-04,Done,10,Mastercard,4.4,3,65,31,36878
70,2024-03-04,Done,5,Mastercard,9.0,2,65,25,36878
70,2024-03-04,Done,5,Mastercard,0.6,1,65,8,36878
70,2024-03-04,Done,7,Mastercard,5.7,5,65,36,36878
70,2024-03-04,Done,10,Mastercard,1.4,5,65,38,36878
70,2024-03-04,Done,4,Mastercard,9.6,3,65,39,36878
71,2024-01-30,Shipped,2,Apple Pay,4.1,NULL,47,61,16725
71,2024-01-30,Shipped,9,Apple Pay,1.2,NULL,47,63,16725
71,2024-01-30,Shipped,7,Apple Pay,9.5,NULL,47,2,16725
71,2024-01-30,Shipped,6,Apple Pay,8.2,NULL,47,55,16725
71,2024-01-30,Shipped,5,Apple Pay,8.2,NULL,47,7,16725
71,2024-01-30,Shipped,2,Apple Pay,1.3,NULL,47,35,16725
71,2024-01-30,Shipped,1,Apple Pay,7.6,NULL,47,16,16725
71,2024-01-30,Shipped,1,Apple Pay,8.1,NULL,47,67,16725
72,2024-02-29,Returned,5,Google Pay,2.5,NULL,16,68,28941
72,2024-02-29,Returned,10,Google Pay,3.6,NULL,16,42,28941
72,2024-02-29,Returned,10,Google Pay,5.3,NULL,16,21,28941
72,2024-02-29,Returned,9,Google Pay,1.7,NULL,16,51,28941
72,2024-02-29,Returned,7,Google Pay,9.9,NULL,16,43,28941
73,2024-02-20,Shipped,10,Mastercard,6.3,NULL,82,55,22884
73,2024-02-20,Shipped,6,Mastercard,4.9,NULL,82,34,22884
73,2024-02-20,Shipped,10,Mastercard,4.8,NULL,82,47,22884
73,2024-02-20,Shipped,8,Mastercard,7.5,NULL,82,70,22884
73,2024-02-20,Shipped,6,Mastercard,4.8,NULL,82,45,22884
74,2024-02-29,Shipped,9,Visa,4.2,NULL,4,61,16220
74,2024-02-29,Shipped,7,Visa,7.8,NULL,4,3,16220
74,2024-02-29,Shipped,10,Visa,0.7,NULL,4,16,16220
74,2024-02-29,Shipped,3,Visa,8.0,NULL,4,69,16220
74,2024-02-29,Shipped,8,Visa,2.8,NULL,4,33,16220
74,2024-02-29,Shipped,9,Visa,4.3,NULL,4,46,16220
74,2024-02-29,Shipped,4,Visa,7.8,NULL,4,66,16220
75,2024-01-12,Paid,1,Google Pay,8.9,NULL,20,47,12760
76,2024-01-15,Done,1,Google Pay,7.2,5,13,56,13930
76,2024-01-15,Done,9,Google Pay,9.5,4,13,46,13930
76,2024-01-15,Done,2,Google Pay,7.4,5,13,51,13930
76,2024-01-15,Done,10,Google Pay,2.5,4,13,32,13930
77,2024-01-14,Paid,8,Pay Pal,1.2,NULL,69,56,47763
77,2024-01-14,Paid,2,Pay Pal,1.2,NULL,69,51,47763
77,2024-01-14,Paid,10,Pay Pal,0.2,NULL,69,35,47763
77,2024-01-14,Paid,10,Pay Pal,6.8,NULL,69,47,47763
77,2024-01-14,Paid,2,Pay Pal,0.7,NULL,69,68,47763
77,2024-01-14,Paid,1,Pay Pal,2.5,NULL,69,57,47763
78,2024-03-12,Done,1,Pay Pal,1.8,2,3,46,47432
78,2024-03-12,Done,7,Pay Pal,7.2,5,3,24,47432
78,2024-03-12,Done,5,Pay Pal,5.5,5,3,26,47432
79,2024-03-05,Paid,1,Google Pay,4.8,NULL,38,33,21605
79,2024-03-05,Paid,2,Google Pay,5.9,NULL,38,28,21605
79,2024-03-05,Paid,4,Google Pay,3.3,NULL,38,34,21605
79,2024-03-05,Paid,10,Google Pay,2.5,NULL,38,10,21605
79,2024-03-05,Paid,9,Google Pay,8.6,NULL,38,53,21605
79,2024-03-05,Paid,8,Google Pay,0.2,NULL,38,54,21605
79,2024-03-05,Paid,6,Google Pay,1.0,NULL,38,64,21605
79,2024-03-05,Paid,6,Google Pay,7.4,NULL,38,19,21605
80,2024-02-27,Returned,6,Pay Pal,5.4,NULL,80,29,28736
80,2024-02-27,Returned,7,Pay Pal,7.2,NULL,80,34,28736
80,2024-02-27,Returned,7,Pay Pal,3.9,NULL,80,16,28736
81,2024-01-09,Returned,8,Apple Pay,6.5,NULL,50,20,44492
81,2024-01-09,Returned,9,Apple Pay,7.4,NULL,50,65,44492
81,2024-01-09,Returned,10,Apple Pay,7.3,NULL,50,26,44492
81,2024-01-09,Returned,9,Apple Pay,9.7,NULL,50,15,44492
81,2024-01-09,Returned,10,Apple Pay,7.7,NULL,50,22,44492
82,2024-02-22,Paid,1,Apple Pay,4.4,NULL,24,15,24431
82,2024-02-22,Paid,7,Apple Pay,9.6,NULL,24,58,24431
82,2024-02-22,Paid,7,Apple Pay,4.1,NULL,24,33,24431
82,2024-02-22,Paid,7,Apple Pay,5.7,NULL,24,25,24431
82,2024-02-22,Paid,7,Apple Pay,9.9,NULL,24,34,24431
82,2024-02-22,Paid,6,Apple Pay,8.5,NULL,24,11,24431
82,2024-02-22,Paid,7,Apple Pay,3.3,NULL,24,7,24431
82,2024-02-22,Paid,5,Apple Pay,5.6,NULL,24,13,24431
83,2024-01-13,Returned,5,Visa,1.9,NULL,11,69,36733
83,2024-01-13,Returned,3,Visa,0.2,NULL,11,68,36733
